Owner,Kind,Constant,Value,Description
WdAlertLevel,Enumeration,wdAlertsNone,0,"No alerts or message boxes are displayed. If a macro encounters a message box, the default value is chosen and the macro continues."
WdAlertLevel,Enumeration,wdAlertsMessageBox,-2,Only message boxes are displayed; errors are trapped and returned to the macro.
WdAlertLevel,Enumeration,wdAlertsAll,-1,All message boxes and alerts are displayed; errors are returned to the macro.
WdAlignmentTabAlignment,Enumeration,wdLeft,0,Left-aligned tab.
WdAlignmentTabAlignment,Enumeration,wdCenter,1,Centered tab.
WdAlignmentTabAlignment,Enumeration,wdRight,2,Right-aligned tab.
WdAlignmentTabRelative,Enumeration,wdMargin,0,Word calculates tab alignment relative to the margins
WdAlignmentTabRelative,Enumeration,wdIndent,1,Word calculates tab alignment relative to the paragraph indents.
WdAnimation,Enumeration,wdAnimationNone,0,
WdAnimation,Enumeration,wdAnimationLasVegasLights,1,
WdAnimation,Enumeration,wdAnimationBlinkingBackground,2,
WdAnimation,Enumeration,wdAnimationSparkleText,3,
WdAnimation,Enumeration,wdAnimationMarchingBlackAnts,4,
WdAnimation,Enumeration,wdAnimationMarchingRedAnts,5,
WdAnimation,Enumeration,wdAnimationShimmer,6,
WdApplyQuickStyleSets,Enumeration,wdSessionStartSet,1,Resets the Quick Style to the style set in use when the document was opened.
WdApplyQuickStyleSets,Enumeration,wdTemplateSet,2,"Resets the Quick Style to the style set from the template, if any."
WdArabicNumeral,Enumeration,wdNumeralArabic,0,Arabic shape is used for numerals.
WdArabicNumeral,Enumeration,wdNumeralHindi,1,Hindi shape is used for numerals.
WdArabicNumeral,Enumeration,wdNumeralContext,2,Numeral shape depends on text surrounding it.
WdArabicNumeral,Enumeration,wdNumeralSystem,3,Numeral shape is determined by system settings.
WdAraSpeller,Enumeration,wdNone,0,The spelling checker ignores spelling rules regarding either Arabic words ending with the letter yaa or Arabic words beginning with an alef hamza.
WdAraSpeller,Enumeration,wdInitialAlef,1,The spelling checker uses spelling rules regarding Arabic words beginning with an alef hamza.
WdAraSpeller,Enumeration,wdFinalYaa,2,The spelling checker uses spelling rules regarding Arabic words ending with the letter yaa.
WdAraSpeller,Enumeration,wdBoth,3,The spelling checker uses spelling rules regarding both Arabic words ending with the letter yaa and Arabic words beginning with an alef hamza.
WdArrangeStyle,Enumeration,wdTiled,0,Windows are tiled into a single window.
WdArrangeStyle,Enumeration,wdIcons,1,Windows are displayed as icons in a single window.
WdAutoFitBehavior,Enumeration,wdAutoFitFixed,0,"The table is set to a fixed size, regardless of the content, and is not automatically sized."
WdAutoFitBehavior,Enumeration,wdAutoFitContent,1,The table is automatically sized to fit the content contained in the table.
WdAutoFitBehavior,Enumeration,wdAutoFitWindow,2,The table is automatically sized to the width of the active window.
WdAutoMacros,Enumeration,wdAutoExec,0,AutoExec macro.
WdAutoMacros,Enumeration,wdAutoNew,1,AutoNew macro.
WdAutoMacros,Enumeration,wdAutoOpen,2,AutoOpen macro.
WdAutoMacros,Enumeration,wdAutoClose,3,AutoClose macro.
WdAutoMacros,Enumeration,wdAutoExit,4,AutoExit macro.
WdAutoMacros,Enumeration,wdAutoSync,5,AutoSync macro.
WdAutoVersions,Enumeration,wdAutoVersionOff,0,No document version is saved.
WdAutoVersions,Enumeration,wdAutoVersionOnClose,1,A document version is saved automatically when the document is closed.
WdBaselineAlignment,Enumeration,wdBaselineAlignTop,0,Align along top of each font.
WdBaselineAlignment,Enumeration,wdBaselineAlignCenter,1,Align center points of each font.
WdBaselineAlignment,Enumeration,wdBaselineAlignBaseline,2,Align to a baseline for the paragraph.
WdBaselineAlignment,Enumeration,wdBaselineAlignFarEast50,3,Align using the baseline for Asian language font standards.
WdBaselineAlignment,Enumeration,wdBaselineAlignAuto,4,Microsoft Word automatically adjusts the baseline font alignment.
WdBookmarkSortBy,Enumeration,wdSortByName,0,Sorted by bookmark name.
WdBookmarkSortBy,Enumeration,wdSortByLocation,1,Sorted by location in document.
WdBorderDistanceFrom,Enumeration,wdBorderDistanceFromText,0,From the text it surrounds.
WdBorderDistanceFrom,Enumeration,wdBorderDistanceFromPageEdge,1,From the edge of the page.
WdBorderType,Enumeration,wdBorderTop,-1,A top border.
WdBorderType,Enumeration,wdBorderLeft,-2,A left border.
WdBorderType,Enumeration,wdBorderBottom,-3,A bottom border.
WdBorderType,Enumeration,wdBorderRight,-4,A right border.
WdBorderType,Enumeration,wdBorderHorizontal,-5,Horizontal borders.
WdBorderType,Enumeration,wdBorderVertical,-6,Vertical borders.
WdBorderType,Enumeration,wdBorderDiagonalDown,-7,A diagonal border starting in the upper-left corner.
WdBorderType,Enumeration,wdBorderDiagonalUp,-8,A diagonal border starting in the lower-left corner.
WdBorderTypeHID,Enumeration,emptyenum,0,
WdBreakType,Enumeration,wdSectionBreakNextPage,2,Section break on next page.
WdBreakType,Enumeration,wdSectionBreakContinuous,3,New section without a corresponding page break.
WdBreakType,Enumeration,wdSectionBreakEvenPage,4,"Section break with the next section beginning on the next even-numbered page. If the section break falls on an even-numbered page, Word leaves the next odd-numbered page blank."
WdBreakType,Enumeration,wdSectionBreakOddPage,5,"Section break with the next section beginning on the next odd-numbered page. If the section break falls on an odd-numbered page, Word leaves the next even-numbered page blank."
WdBreakType,Enumeration,wdLineBreak,6,Line break.
WdBreakType,Enumeration,wdPageBreak,7,Page break at the insertion point.
WdBreakType,Enumeration,wdColumnBreak,8,Column break at the insertion point.
WdBreakType,Enumeration,wdLineBreakClearLeft,9,Line break.
WdBreakType,Enumeration,wdLineBreakClearRight,10,Line break.
WdBreakType,Enumeration,wdTextWrappingBreak,11,"Ends the current line and forces the text to continue below a picture, table, or other item. The text continues on the next blank line that does not contain a table aligned with the left or right margin."
WdBrowserLevel,Enumeration,wdBrowserLevelV4,0,Microsoft Internet Explorer 4.
WdBrowserLevel,Enumeration,wdBrowserLevelMicrosoftInternetExplorer5,1,Microsoft Internet Explorer 5.
WdBrowserLevel,Enumeration,wdBrowserLevelMicrosoftInternetExplorer6,2,Microsoft Internet Explorer 6.
WdBrowseTarget,Enumeration,wdBrowsePage,1,Places insertion point before next or previous page.
WdBrowseTarget,Enumeration,wdBrowseSection,2,Places insertion point before next or previous section.
WdBrowseTarget,Enumeration,wdBrowseComment,3,Places insertion point before next or previous comment.
WdBrowseTarget,Enumeration,wdBrowseFootnote,4,Places insertion point before next or previous footnote.
WdBrowseTarget,Enumeration,wdBrowseEndnote,5,Places insertion point before next or previous endnote.
WdBrowseTarget,Enumeration,wdBrowseField,6,Places insertion point before next or previous browsefield.
WdBrowseTarget,Enumeration,wdBrowseTable,7,Places insertion point before next or previous table.
WdBrowseTarget,Enumeration,wdBrowseGraphic,8,Places insertion point before next or previous graphic.
WdBrowseTarget,Enumeration,wdBrowseHeading,9,Places insertion point before next or previous heading.
WdBrowseTarget,Enumeration,wdBrowseEdit,10,Places insertion point before next or previous edit.
WdBrowseTarget,Enumeration,wdBrowseFind,11,Places insertion point before next or previous browsefind.
WdBrowseTarget,Enumeration,wdBrowseGoTo,12,Places insertion point before next or previous GoTo item.
WdBuildingBlockTypes,Enumeration,wdTypeQuickParts,1,Quick parts building block.
WdBuildingBlockTypes,Enumeration,wdTypeCoverPage,2,Cover page building block.
WdBuildingBlockTypes,Enumeration,wdTypeEquations,3,Equation building block.
WdBuildingBlockTypes,Enumeration,wdTypeFooters,4,Footer building block.
WdBuildingBlockTypes,Enumeration,wdTypeHeaders,5,Header building block.
WdBuildingBlockTypes,Enumeration,wdTypePageNumber,6,Page numbering building block.
WdBuildingBlockTypes,Enumeration,wdTypeTables,7,Table building block.
WdBuildingBlockTypes,Enumeration,wdTypeWatermarks,8,Watermark building block.
WdBuildingBlockTypes,Enumeration,wdTypeAutoText,9,Autotext building block.
WdBuildingBlockTypes,Enumeration,wdTypeTextBox,10,Text box building block.
WdBuildingBlockTypes,Enumeration,wdTypePageNumberTop,11,Building block for page numbering on the top of the page.
WdBuildingBlockTypes,Enumeration,wdTypePageNumberBottom,12,Building block for page numbering on the bottom of the page.
WdBuildingBlockTypes,Enumeration,wdTypePageNumberPage,13,Page numbering building block.
WdBuildingBlockTypes,Enumeration,wdTypeTableOfContents,14,Table of contents building block.
WdBuildingBlockTypes,Enumeration,wdTypeCustomQuickParts,15,Custom quick parts building block.
WdBuildingBlockTypes,Enumeration,wdTypeCustomCoverPage,16,Custom cover page building block.
WdBuildingBlockTypes,Enumeration,wdTypeCustomEquations,17,Custom equations building block.
WdBuildingBlockTypes,Enumeration,wdTypeCustomFooters,18,Custom footers building block.
WdBuildingBlockTypes,Enumeration,wdTypeCustomHeaders,19,Custom headers building block.
WdBuildingBlockTypes,Enumeration,wdTypeCustomPageNumber,20,Custom page numbering building block.
WdBuildingBlockTypes,Enumeration,wdTypeCustomTables,21,Custom table building block.
WdBuildingBlockTypes,Enumeration,wdTypeCustomWatermarks,22,Custom watermark building block.
WdBuildingBlockTypes,Enumeration,wdTypeCustomAutoText,23,Custom autotext building block.
WdBuildingBlockTypes,Enumeration,wdTypeCustomTextBox,24,Custom text box building block.
WdBuildingBlockTypes,Enumeration,wdTypeCustomPageNumberTop,25,Building block for custom page numbering on the top of the page.
WdBuildingBlockTypes,Enumeration,wdTypeCustomPageNumberBottom,26,Building block for custom page numbering on the bottom of the page.
WdBuildingBlockTypes,Enumeration,wdTypeCustomPageNumberPage,27,Custom page numbering building block.
WdBuildingBlockTypes,Enumeration,wdTypeCustomTableOfContents,28,Custom table of contents building block.
WdBuildingBlockTypes,Enumeration,wdTypeCustom1,29,Custom building block.
WdBuildingBlockTypes,Enumeration,wdTypeCustom2,30,Custom building block.
WdBuildingBlockTypes,Enumeration,wdTypeCustom3,31,Custom building block.
WdBuildingBlockTypes,Enumeration,wdTypeCustom4,32,Custom building block.
WdBuildingBlockTypes,Enumeration,wdTypeCustom5,33,Custom building block.
WdBuildingBlockTypes,Enumeration,wdTypeBibliography,34,Bibliography building block.
WdBuildingBlockTypes,Enumeration,wdTypeCustomBibliography,35,Custom bibliography building block.
WdBuiltInProperty,Enumeration,wdPropertyTitle,1,Title.
WdBuiltInProperty,Enumeration,wdPropertySubject,2,Subject.
WdBuiltInProperty,Enumeration,wdPropertyAuthor,3,Author.
WdBuiltInProperty,Enumeration,wdPropertyKeywords,4,Keywords.
WdBuiltInProperty,Enumeration,wdPropertyComments,5,Comments.
WdBuiltInProperty,Enumeration,wdPropertyTemplate,6,Template name.
WdBuiltInProperty,Enumeration,wdPropertyLastAuthor,7,Last author.
WdBuiltInProperty,Enumeration,wdPropertyRevision,8,Revision number.
WdBuiltInProperty,Enumeration,wdPropertyAppName,9,Name of application.
WdBuiltInProperty,Enumeration,wdPropertyTimeLastPrinted,10,Time last printed.
WdBuiltInProperty,Enumeration,wdPropertyTimeCreated,11,Time created.
WdBuiltInProperty,Enumeration,wdPropertyTimeLastSaved,12,Time last saved.
WdBuiltInProperty,Enumeration,wdPropertyVBATotalEdit,13,Number of edits to VBA project.
WdBuiltInProperty,Enumeration,wdPropertyPages,14,Page count.
WdBuiltInProperty,Enumeration,wdPropertyWords,15,Word count.
WdBuiltInProperty,Enumeration,wdPropertyCharacters,16,Character count.
WdBuiltInProperty,Enumeration,wdPropertySecurity,17,Security setting.
WdBuiltInProperty,Enumeration,wdPropertyCategory,18,Category.
WdBuiltInProperty,Enumeration,wdPropertyFormat,19,Not supported.
WdBuiltInProperty,Enumeration,wdPropertyManager,20,Manager.
WdBuiltInProperty,Enumeration,wdPropertyCompany,21,Company.
WdBuiltInProperty,Enumeration,wdPropertyBytes,22,Byte count.
WdBuiltInProperty,Enumeration,wdPropertyLines,23,Line count.
WdBuiltInProperty,Enumeration,wdPropertyParas,24,Paragraph count.
WdBuiltInProperty,Enumeration,wdPropertySlides,25,Not supported.
WdBuiltInProperty,Enumeration,wdPropertyNotes,26,Notes.
WdBuiltInProperty,Enumeration,wdPropertyHiddenSlides,27,Not supported.
WdBuiltInProperty,Enumeration,wdPropertyMMClips,28,Not supported.
WdBuiltInProperty,Enumeration,wdPropertyHyperlinkBase,29,Not supported.
WdBuiltInProperty,Enumeration,wdPropertyCharsWSpaces,30,Character count with spaces.
WdBuiltinStyle,Enumeration,wdStyleNormal,-1,Normal.
WdBuiltinStyle,Enumeration,wdStyleEnvelopeAddress,-37,Envelope Address.
WdBuiltinStyle,Enumeration,wdStyleEnvelopeReturn,-38,Envelope Return.
WdBuiltinStyle,Enumeration,wdStyleBodyText,-67,Body Text.
WdBuiltinStyle,Enumeration,wdStyleHeading1,-2,Heading 1.
WdBuiltinStyle,Enumeration,wdStyleHeading2,-3,Heading 2.
WdBuiltinStyle,Enumeration,wdStyleHeading3,-4,Heading 3.
WdBuiltinStyle,Enumeration,wdStyleHeading4,-5,Heading 4.
WdBuiltinStyle,Enumeration,wdStyleHeading5,-6,Heading 5.
WdBuiltinStyle,Enumeration,wdStyleHeading6,-7,Heading 6.
WdBuiltinStyle,Enumeration,wdStyleHeading7,-8,Heading 7.
WdBuiltinStyle,Enumeration,wdStyleHeading8,-9,Heading 8.
WdBuiltinStyle,Enumeration,wdStyleHeading9,-10,Heading 9.
WdBuiltinStyle,Enumeration,wdStyleIndex1,-11,Index 1.
WdBuiltinStyle,Enumeration,wdStyleIndex2,-12,Index 2.
WdBuiltinStyle,Enumeration,wdStyleIndex3,-13,Index 3.
WdBuiltinStyle,Enumeration,wdStyleIndex4,-14,Index 4.
WdBuiltinStyle,Enumeration,wdStyleIndex5,-15,Index 5.
WdBuiltinStyle,Enumeration,wdStyleIndex6,-16,Index 6.
WdBuiltinStyle,Enumeration,wdStyleIndex7,-17,Index 7.
WdBuiltinStyle,Enumeration,wdStyleIndex8,-18,Index 8.
WdBuiltinStyle,Enumeration,wdStyleIndex9,-19,Index 9.
WdBuiltinStyle,Enumeration,wdStyleTOC1,-20,TOC 1.
WdBuiltinStyle,Enumeration,wdStyleTOC2,-21,TOC 2.
WdBuiltinStyle,Enumeration,wdStyleTOC3,-22,TOC 3.
WdBuiltinStyle,Enumeration,wdStyleTOC4,-23,TOC 4.
WdBuiltinStyle,Enumeration,wdStyleTOC5,-24,TOC 5.
WdBuiltinStyle,Enumeration,wdStyleTOC6,-25,TOC 6.
WdBuiltinStyle,Enumeration,wdStyleTOC7,-26,TOC 7.
WdBuiltinStyle,Enumeration,wdStyleTOC8,-27,TOC 8.
WdBuiltinStyle,Enumeration,wdStyleTOC9,-28,TOC 9.
WdBuiltinStyle,Enumeration,wdStyleNormalIndent,-29,Normal Indent.
WdBuiltinStyle,Enumeration,wdStyleFootnoteText,-30,Footnote Text.
WdBuiltinStyle,Enumeration,wdStyleCommentText,-31,Comment Text.
WdBuiltinStyle,Enumeration,wdStyleHeader,-32,Header.
WdBuiltinStyle,Enumeration,wdStyleFooter,-33,Footer.
WdBuiltinStyle,Enumeration,wdStyleIndexHeading,-34,Index Heading.
WdBuiltinStyle,Enumeration,wdStyleCaption,-35,Caption.
WdBuiltinStyle,Enumeration,wdStyleTableOfFigures,-36,Table of Figures.
WdBuiltinStyle,Enumeration,wdStyleFootnoteReference,-39,Footnote Reference.
WdBuiltinStyle,Enumeration,wdStyleCommentReference,-40,Comment Reference.
WdBuiltinStyle,Enumeration,wdStyleLineNumber,-41,Line Number.
WdBuiltinStyle,Enumeration,wdStylePageNumber,-42,Page Number.
WdBuiltinStyle,Enumeration,wdStyleEndnoteReference,-43,Endnote Reference.
WdBuiltinStyle,Enumeration,wdStyleEndnoteText,-44,Endnote Text.
WdBuiltinStyle,Enumeration,wdStyleTableOfAuthorities,-45,Table of Authorities.
WdBuiltinStyle,Enumeration,wdStyleMacroText,-46,Macro Text.
WdBuiltinStyle,Enumeration,wdStyleTOAHeading,-47,TOA Heading.
WdBuiltinStyle,Enumeration,wdStyleList,-48,List.
WdBuiltinStyle,Enumeration,wdStyleListBullet,-49,List Bullet.
WdBuiltinStyle,Enumeration,wdStyleListNumber,-50,List Number.
WdBuiltinStyle,Enumeration,wdStyleList2,-51,List 2.
WdBuiltinStyle,Enumeration,wdStyleList3,-52,List 3.
WdBuiltinStyle,Enumeration,wdStyleList4,-53,List 4.
WdBuiltinStyle,Enumeration,wdStyleList5,-54,List 5.
WdBuiltinStyle,Enumeration,wdStyleListBullet2,-55,List Bullet 2.
WdBuiltinStyle,Enumeration,wdStyleListBullet3,-56,List Bullet 3.
WdBuiltinStyle,Enumeration,wdStyleListBullet4,-57,List Bullet 4.
WdBuiltinStyle,Enumeration,wdStyleListBullet5,-58,List Bullet 5.
WdBuiltinStyle,Enumeration,wdStyleListNumber2,-59,List Number 2.
WdBuiltinStyle,Enumeration,wdStyleListNumber3,-60,List Number 3.
WdBuiltinStyle,Enumeration,wdStyleListNumber4,-61,List Number 4.
WdBuiltinStyle,Enumeration,wdStyleListNumber5,-62,List Number 5.
WdBuiltinStyle,Enumeration,wdStyleTitle,-63,Title.
WdBuiltinStyle,Enumeration,wdStyleClosing,-64,Closing.
WdBuiltinStyle,Enumeration,wdStyleSignature,-65,Signature.
WdBuiltinStyle,Enumeration,wdStyleDefaultParagraphFont,-66,Default Paragraph Font.
WdBuiltinStyle,Enumeration,wdStyleBodyTextIndent,-68,Body Text Indent.
WdBuiltinStyle,Enumeration,wdStyleListContinue,-69,List Continue.
WdBuiltinStyle,Enumeration,wdStyleListContinue2,-70,List Continue 2.
WdBuiltinStyle,Enumeration,wdStyleListContinue3,-71,List Continue 3.
WdBuiltinStyle,Enumeration,wdStyleListContinue4,-72,List Continue 4.
WdBuiltinStyle,Enumeration,wdStyleListContinue5,-73,List Continue 5.
WdBuiltinStyle,Enumeration,wdStyleMessageHeader,-74,Message Header.
WdBuiltinStyle,Enumeration,wdStyleSubtitle,-75,Subtitle.
WdBuiltinStyle,Enumeration,wdStyleSalutation,-76,Salutation.
WdBuiltinStyle,Enumeration,wdStyleDate,-77,Date.
WdBuiltinStyle,Enumeration,wdStyleBodyTextFirstIndent,-78,Body Text First Indent.
WdBuiltinStyle,Enumeration,wdStyleBodyTextFirstIndent2,-79,Body Text First Indent 2.
WdBuiltinStyle,Enumeration,wdStyleNoteHeading,-80,Note Heading.
WdBuiltinStyle,Enumeration,wdStyleBodyText2,-81,Body Text 2.
WdBuiltinStyle,Enumeration,wdStyleBodyText3,-82,Body Text 3.
WdBuiltinStyle,Enumeration,wdStyleBodyTextIndent2,-83,Body Text Indent 2.
WdBuiltinStyle,Enumeration,wdStyleBodyTextIndent3,-84,Body Text Indent 3.
WdBuiltinStyle,Enumeration,wdStyleBlockQuotation,-85,Block Text.
WdBuiltinStyle,Enumeration,wdStyleHyperlink,-86,Hyperlink.
WdBuiltinStyle,Enumeration,wdStyleHyperlinkFollowed,-87,Followed Hyperlink.
WdBuiltinStyle,Enumeration,wdStyleStrong,-88,Strong.
WdBuiltinStyle,Enumeration,wdStyleEmphasis,-89,Emphasis.
WdBuiltinStyle,Enumeration,wdStyleNavPane,-90,Document Map.
WdBuiltinStyle,Enumeration,wdStylePlainText,-91,Plain Text.
WdBuiltinStyle,Enumeration,wdStyleHtmlNormal,-95,Normal (Web).
WdBuiltinStyle,Enumeration,wdStyleHtmlAcronym,-96,HTML Acronym.
WdBuiltinStyle,Enumeration,wdStyleHtmlAddress,-97,HTML Address.
WdBuiltinStyle,Enumeration,wdStyleHtmlCite,-98,HTML Cite.
WdBuiltinStyle,Enumeration,wdStyleHtmlCode,-99,HTML Code.
WdBuiltinStyle,Enumeration,wdStyleHtmlDfn,-100,HTML Definition.
WdBuiltinStyle,Enumeration,wdStyleHtmlKbd,-101,HTML Keyboard.
WdBuiltinStyle,Enumeration,wdStyleHtmlPre,-102,HTML Preformatted.
WdBuiltinStyle,Enumeration,wdStyleHtmlSamp,-103,HTML Sample.
WdBuiltinStyle,Enumeration,wdStyleHtmlTt,-104,HTML Typewriter.
WdBuiltinStyle,Enumeration,wdStyleHtmlVar,-105,HTML Variable.
WdBuiltinStyle,Enumeration,wdStyleNormalTable,-106,Normal (applied within a table).
WdBuiltinStyle,Enumeration,wdStyleNormalObject,-158,Normal (applied to an object).
WdBuiltinStyle,Enumeration,wdStyleTableLightShading,-159,Light Shading.
WdBuiltinStyle,Enumeration,wdStyleTableLightList,-160,Light List.
WdBuiltinStyle,Enumeration,wdStyleTableLightGrid,-161,Light Grid.
WdBuiltinStyle,Enumeration,wdStyleTableMediumShading1,-162,Medium Shading 1.
WdBuiltinStyle,Enumeration,wdStyleTableMediumShading2,-163,Medium Shading 2.
WdBuiltinStyle,Enumeration,wdStyleTableMediumList1,-164,Medium List 1.
WdBuiltinStyle,Enumeration,wdStyleTableMediumList2,-165,Medium List 2.
WdBuiltinStyle,Enumeration,wdStyleTableMediumGrid1,-166,Medium Grid 1.
WdBuiltinStyle,Enumeration,wdStyleTableMediumGrid2,-167,Medium Grid 2.
WdBuiltinStyle,Enumeration,wdStyleTableMediumGrid3,-168,Medium Grid 3.
WdBuiltinStyle,Enumeration,wdStyleTableDarkList,-169,Dark List.
WdBuiltinStyle,Enumeration,wdStyleTableColorfulShading,-170,Colorful Shading.
WdBuiltinStyle,Enumeration,wdStyleTableColorfulList,-171,Colorful List.
WdBuiltinStyle,Enumeration,wdStyleTableColorfulGrid,-172,Colorful Grid.
WdBuiltinStyle,Enumeration,wdStyleTableLightShadingAccent1,-173,Light Shading Accent 1.
WdBuiltinStyle,Enumeration,wdStyleTableLightListAccent1,-174,Light List Accent 1.
WdBuiltinStyle,Enumeration,wdStyleTableLightGridAccent1,-175,Light Grid Accent 1.
WdBuiltinStyle,Enumeration,wdStyleTableMediumShading1Accent1,-176,Medium Shading 1 Accent 1.
WdBuiltinStyle,Enumeration,wdStyleTableMediumShading2Accent1,-177,Medium Shading 2 Accent 1.
WdBuiltinStyle,Enumeration,wdStyleTableMediumList1Accent1,-178,Medium List 1 Accent 1.
WdBuiltinStyle,Enumeration,wdStyleListParagraph,-180,List Paragraph.
WdBuiltinStyle,Enumeration,wdStyleQuote,-181,Quote.
WdBuiltinStyle,Enumeration,wdStyleIntenseQuote,-182,Intense Quote.
WdBuiltinStyle,Enumeration,wdStyleSubtleEmphasis,-261,Subtle Emphasis.
WdBuiltinStyle,Enumeration,wdStyleIntenseEmphasis,-262,Intense Emphasis.
WdBuiltinStyle,Enumeration,wdStyleSubtleReference,-263,Subtle Reference.
WdBuiltinStyle,Enumeration,wdStyleIntenseReference,-264,Intense Reference.
WdBuiltinStyle,Enumeration,wdStyleBookTitle,-265,Book Title.
WdBuiltinStyle,Enumeration,wdStyleBibliography,-266,
WdBuiltinStyle,Enumeration,wdStyleTocHeading,-267,
WdCalendarType,Enumeration,wdCalendarWestern,0,Western. Corresponds to the Gregorian calendar.
WdCalendarType,Enumeration,wdCalendarArabic,1,Arabic Hijri calendar.
WdCalendarType,Enumeration,wdCalendarHebrew,2,Hebrew Lunar calendar.
WdCalendarType,Enumeration,wdCalendarTaiwan,3,Taiwan calendar.
WdCalendarType,Enumeration,wdCalendarJapan,4,Japanese Emperor Era calendar.
WdCalendarType,Enumeration,wdCalendarThai,5,Thai calendar.
WdCalendarType,Enumeration,wdCalendarKorean,6,Korean Danki calendar.
WdCalendarType,Enumeration,wdCalendarSakaEra,7,Saka Era calendar.
WdCalendarType,Enumeration,wdCalendarTranslitEnglish,8,English transliterated. Gregorian calendar with English month and day names transliterated to the Arabic script. Unsupported.
WdCalendarType,Enumeration,wdCalendarTranslitFrench,9,French transliterated. Gregorian calendar with French month and day names transliterated to the Arabic script. Unsupported.
WdCalendarType,Enumeration,wdCalendarUmalqura,13,Um-al-Qura calendar.
WdCalendarTypeBi,Enumeration,wdCalendarTypeBidi,99,Bi-directional calendar.
WdCalendarTypeBi,Enumeration,wdCalendarTypeGregorian,100,Gregorian calendar.
WdCaptionLabelID,Enumeration,wdCaptionFigure,-1,Figure.
WdCaptionLabelID,Enumeration,wdCaptionTable,-2,Table.
WdCaptionLabelID,Enumeration,wdCaptionEquation,-3,Equation.
WdCaptionNumberStyle,Enumeration,wdCaptionNumberStyleArabic,0,Arabic style.
WdCaptionNumberStyle,Enumeration,wdCaptionNumberStyleUppercaseRoman,1,Uppercase roman style.
WdCaptionNumberStyle,Enumeration,wdCaptionNumberStyleLowercaseRoman,2,Lowercase roman style.
WdCaptionNumberStyle,Enumeration,wdCaptionNumberStyleUppercaseLetter,3,Uppercase letter style.
WdCaptionNumberStyle,Enumeration,wdCaptionNumberStyleLowercaseLetter,4,Lowercase letter style.
WdCaptionNumberStyle,Enumeration,wdCaptionNumberStyleArabicFullWidth,14,Full-width Arabic style.
WdCaptionNumberStyle,Enumeration,wdCaptionNumberStyleKanji,10,Kanji style.
WdCaptionNumberStyle,Enumeration,wdCaptionNumberStyleKanjiDigit,11,Kanji digit style.
WdCaptionNumberStyle,Enumeration,wdCaptionNumberStyleKanjiTraditional,16,Kanji traditional style.
WdCaptionNumberStyle,Enumeration,wdCaptionNumberStyleNumberInCircle,18,Number in circle style.
WdCaptionNumberStyle,Enumeration,wdCaptionNumberStyleGanada,24,Ganada style.
WdCaptionNumberStyle,Enumeration,wdCaptionNumberStyleChosung,25,Chosung style.
WdCaptionNumberStyle,Enumeration,wdCaptionNumberStyleZodiac1,30,Zodiac style 1.
WdCaptionNumberStyle,Enumeration,wdCaptionNumberStyleZodiac2,31,Zodiac style 2.
WdCaptionNumberStyle,Enumeration,wdCaptionNumberStyleHanjaRead,41,Hanja read style.
WdCaptionNumberStyle,Enumeration,wdCaptionNumberStyleHanjaReadDigit,42,Hanja read digit style.
WdCaptionNumberStyle,Enumeration,wdCaptionNumberStyleTradChinNum2,34,Traditional Chinese number style 2.
WdCaptionNumberStyle,Enumeration,wdCaptionNumberStyleTradChinNum3,35,Traditional Chinese number style 3.
WdCaptionNumberStyle,Enumeration,wdCaptionNumberStyleSimpChinNum2,38,Simplified Chinese number style 2.
WdCaptionNumberStyle,Enumeration,wdCaptionNumberStyleSimpChinNum3,39,Simplified Chinese number style 3.
WdCaptionNumberStyle,Enumeration,wdCaptionNumberStyleHebrewLetter1,45,Hebrew letter style 1.
WdCaptionNumberStyle,Enumeration,wdCaptionNumberStyleArabicLetter1,46,Arabic letter style 1.
WdCaptionNumberStyle,Enumeration,wdCaptionNumberStyleHebrewLetter2,47,Hebrew letter style 2.
WdCaptionNumberStyle,Enumeration,wdCaptionNumberStyleArabicLetter2,48,Arabic letter style 2.
WdCaptionNumberStyle,Enumeration,wdCaptionNumberStyleHindiLetter1,49,Hindi letter style 1.
WdCaptionNumberStyle,Enumeration,wdCaptionNumberStyleHindiLetter2,50,Hindi letter style 2.
WdCaptionNumberStyle,Enumeration,wdCaptionNumberStyleHindiArabic,51,Hindi Arabic style.
WdCaptionNumberStyle,Enumeration,wdCaptionNumberStyleHindiCardinalText,52,Hindi cardinal style.
WdCaptionNumberStyle,Enumeration,wdCaptionNumberStyleThaiLetter,53,Thai letter style.
WdCaptionNumberStyle,Enumeration,wdCaptionNumberStyleThaiArabic,54,Thai Arabic style.
WdCaptionNumberStyle,Enumeration,wdCaptionNumberStyleThaiCardinalText,55,Thai cardinal text style.
WdCaptionNumberStyle,Enumeration,wdCaptionNumberStyleVietCardinalText,56,Vietnamese cardinal text style.
WdCaptionNumberStyleHID,Enumeration,emptyenum,0,
WdCaptionPosition,Enumeration,wdCaptionPositionAbove,0,The caption label is added above.
WdCaptionPosition,Enumeration,wdCaptionPositionBelow,1,The caption label is added below.
WdCellColor,Enumeration,wdCellColorByAuthor,-1,Highlighting color determined by reviewer.
WdCellColor,Enumeration,wdCellColorNoHighlight,0,No highlighting.
WdCellColor,Enumeration,wdCellColorPink,1,Pink.
WdCellColor,Enumeration,wdCellColorLightBlue,2,Light blue.
WdCellColor,Enumeration,wdCellColorLightYellow,3,Light yellow.
