Owner,Kind,Constant,Value,Description
XlThemeColor,Enumeration,xlThemeColorDark2,3,Dark2
XlThemeColor,Enumeration,xlThemeColorLight2,4,Light2
XlThemeColor,Enumeration,xlThemeColorAccent1,5,Accent1
XlThemeColor,Enumeration,xlThemeColorAccent2,6,Accent2
XlThemeColor,Enumeration,xlThemeColorAccent3,7,Accent3
XlThemeColor,Enumeration,xlThemeColorAccent4,8,Accent4
XlThemeColor,Enumeration,xlThemeColorAccent5,9,Accent5
XlThemeColor,Enumeration,xlThemeColorAccent6,10,Accent6
XlThemeColor,Enumeration,xlThemeColorHyperlink,11,Hyperlink
XlThemeColor,Enumeration,xlThemeColorFollowedHyperlink,12,Followed hyperlink
XlThemeFont,Enumeration,xlThemeFontNone,0,Do not use any theme font.
XlThemeFont,Enumeration,xlThemeFontMajor,1,Major.
XlThemeFont,Enumeration,xlThemeFontMinor,2,Minor.
XlThreadMode,Enumeration,xlThreadModeAutomatic,0,Multi-threaded calculation mode is automatic.
XlThreadMode,Enumeration,xlThreadModeManual,1,Multi-threaded calculation mode is manual.
XlTickLabelOrientation,Enumeration,xlTickLabelOrientationAutomatic,-4105,Text orientation set by Excel.
XlTickLabelOrientation,Enumeration,xlTickLabelOrientationDownward,-4170,Text runs down.
XlTickLabelOrientation,Enumeration,xlTickLabelOrientationHorizontal,-4128,Characters run horizontally.
XlTickLabelOrientation,Enumeration,xlTickLabelOrientationUpward,-4171,Text runs up.
XlTickLabelOrientation,Enumeration,xlTickLabelOrientationVertical,-4166,Characters run vertically.
XlTickLabelPosition,Enumeration,xlTickLabelPositionHigh,-4127,Top or right side of the chart.
XlTickLabelPosition,Enumeration,xlTickLabelPositionLow,-4134,Bottom or left side of the chart.
XlTickLabelPosition,Enumeration,xlTickLabelPositionNextToAxis,4,Next to axis (where axis is not at either side of the chart).
XlTickLabelPosition,Enumeration,xlTickLabelPositionNone,-4142,No tick marks.
XlTickMark,Enumeration,xlTickMarkCross,4,Crosses the axis
XlTickMark,Enumeration,xlTickMarkInside,2,Inside the axis
XlTickMark,Enumeration,xlTickMarkNone,-4142,No mark
XlTickMark,Enumeration,xlTickMarkOutside,3,Outside the axis
XlTimelineLevel,Enumeration,xlTimelineLevelYears,0,Years level
XlTimelineLevel,Enumeration,xlTimelineLevelQuarters,1,Quarters level
XlTimelineLevel,Enumeration,xlTimelineLevelMonths,2,Months level
XlTimelineLevel,Enumeration,xlTimelineLevelDays,3,Days level
XlTimePeriods,Enumeration,xlToday,0,Today
XlTimePeriods,Enumeration,xlYesterday,1,Yesterday
XlTimePeriods,Enumeration,xlLast7Days,2,Last 7 days
XlTimePeriods,Enumeration,xlThisWeek,3,This week
XlTimePeriods,Enumeration,xlLastWeek,4,Last week
XlTimePeriods,Enumeration,xlLastMonth,5,Last month
XlTimePeriods,Enumeration,xlTomorrow,6,Tomorrow
XlTimePeriods,Enumeration,xlNextWeek,7,Next week
XlTimePeriods,Enumeration,xlNextMonth,8,Next month
XlTimePeriods,Enumeration,xlThisMonth,9,This month
XlTimeUnit,Enumeration,xlDays,0,Days
XlTimeUnit,Enumeration,xlMonths,1,Months
XlTimeUnit,Enumeration,xlYears,2,Years
XlToolbarProtection,Enumeration,xlNoButtonChanges,1,No button changes permitted.
XlToolbarProtection,Enumeration,xlNoChanges,4,No changes of any kind.
XlToolbarProtection,Enumeration,xlNoDockingChanges,3,No changes to toolbar's docking position.
XlToolbarProtection,Enumeration,xlToolbarProtectionNone,-4143,All changes permitted.
XlToolbarProtection,Enumeration,xlNoShapeChanges,2,No changes to toolbar shape.
XlTopBottom,Enumeration,xlTop10Top,1,Top 10 values
XlTopBottom,Enumeration,xlTop10Bottom,0,Top 10 bottom values
XlTotalsCalculation,Enumeration,xlTotalsCalculationNone,0,No calculation
XlTotalsCalculation,Enumeration,xlTotalsCalculationSum,1,Sum of all values in the list column
XlTotalsCalculation,Enumeration,xlTotalsCalculationAverage,2,Average
XlTotalsCalculation,Enumeration,xlTotalsCalculationCount,3,Count of non-empty cells
XlTotalsCalculation,Enumeration,xlTotalsCalculationCountNums,4,Count of cells with numeric values
XlTotalsCalculation,Enumeration,xlTotalsCalculationMin,5,Minimum value in the list
XlTotalsCalculation,Enumeration,xlTotalsCalculationMax,6,Maximum value in the list
XlTotalsCalculation,Enumeration,xlTotalsCalculationStdDev,7,Standard deviation value
XlTotalsCalculation,Enumeration,xlTotalsCalculationVar,8,Variable
XlTotalsCalculation,Enumeration,xlTotalsCalculationCustom,9,Custom calculation
XlTrendlineType,Enumeration,xlExponential,5,"Uses an equation to calculate the least squares fit through points, for example, y=ab^x ."
XlTrendlineType,Enumeration,xlLinear,-4132,Uses the linear equation y = mx + b to calculate the least squares fit through points.
XlTrendlineType,Enumeration,xlLogarithmic,-4133,Uses the equation y = c ln x + b to calculate the least squares fit through points.
XlTrendlineType,Enumeration,xlMovingAvg,6,Uses a sequence of averages computed from parts of the data series. The number of points equals the total number of points in the series less the number specified for the period.
XlTrendlineType,Enumeration,xlPolynomial,3,"Uses an equation to calculate the least squares fit through points, for example, y = ax^6 + bx^5 + cx^4 + dx^3 + ex^2 + fx + g."
XlTrendlineType,Enumeration,xlPower,4,"Uses an equation to calculate the least squares fit through points, for example, y = ax^b."
XlUnderlineStyle,Enumeration,xlUnderlineStyleDouble,-4119,Double thick underline.
XlUnderlineStyle,Enumeration,xlUnderlineStyleDoubleAccounting,5,Two thin underlines placed close together.
XlUnderlineStyle,Enumeration,xlUnderlineStyleNone,-4142,No underlining.
XlUnderlineStyle,Enumeration,xlUnderlineStyleSingle,2,Single underlining.
XlUnderlineStyle,Enumeration,xlUnderlineStyleSingleAccounting,4,Not supported.
XlUpdateLinks,Enumeration,xlUpdateLinksUserSetting,1,Embedded OLE links are updated according to the user's settings for the specified workbook.
XlUpdateLinks,Enumeration,xlUpdateLinksNever,2,Embedded OLE links are never updated for the specified workbook.
XlUpdateLinks,Enumeration,xlUpdateLinksAlways,3,Embedded OLE links are always updated for the specified workbook.
XlVAlign,Enumeration,xlVAlignBottom,-4107,Bottom
XlVAlign,Enumeration,xlVAlignCenter,-4108,Center
XlVAlign,Enumeration,xlVAlignDistributed,-4117,Distributed
XlVAlign,Enumeration,xlVAlignJustify,-4130,Justify
XlVAlign,Enumeration,xlVAlignTop,-4160,Top
XlValueSortOrder,Enumeration,xlValueNone,0,
XlValueSortOrder,Enumeration,xlValueAscending,1,
XlValueSortOrder,Enumeration,xlValueDescending,2,
XlWBATemplate,Enumeration,xlWBATChart,-4109,Chart
XlWBATemplate,Enumeration,xlWBATExcel4IntlMacroSheet,4,Excel version 4 macro
XlWBATemplate,Enumeration,xlWBATExcel4MacroSheet,3,Excel version 4 international macro
XlWBATemplate,Enumeration,xlWBATWorksheet,-4167,Worksheet
XlWebFormatting,Enumeration,xlWebFormattingAll,1,All formatting is imported.
XlWebFormatting,Enumeration,xlWebFormattingRTF,2,Rich Text Format - compatible formatting is imported.
XlWebFormatting,Enumeration,xlWebFormattingNone,3,No formatting is imported.
XlWebSelectionType,Enumeration,xlEntirePage,1,Entire page
XlWebSelectionType,Enumeration,xlAllTables,2,All tables
XlWebSelectionType,Enumeration,xlSpecifiedTables,3,Specified tables
XlWindowState,Enumeration,xlMaximized,-4137,Maximized
XlWindowState,Enumeration,xlMinimized,-4140,Minimized
XlWindowState,Enumeration,xlNormal,-4143,Normal
XlWindowType,Enumeration,xlChartAsWindow,5,The chart will open in a new window.
XlWindowType,Enumeration,xlChartInPlace,4,The chart will be displayed on the current worksheet.
XlWindowType,Enumeration,xlClipboard,3,The chart is copied to the clipboard.
XlWindowType,Enumeration,xlInfo,-4129,This constant has been deprecated.
XlWindowType,Enumeration,xlWorkbook,1,This constant applies to Macintosh only.
XlWindowView,Enumeration,xlNormalView,1,Normal.
XlWindowView,Enumeration,xlPageBreakPreview,2,Page break preview.
XlWindowView,Enumeration,xlPageLayoutView,3,Page layout view.
XlXLMMacroType,Enumeration,xlCommand,2,Custom command.
XlXLMMacroType,Enumeration,xlFunction,1,Custom function.
XlXLMMacroType,Enumeration,xlNotXLM,3,Not a macro.
XlXmlExportResult,Enumeration,xlXmlExportSuccess,0,The XML data file was successfully exported.
XlXmlExportResult,Enumeration,xlXmlExportValidationFailed,1,The contents of the XML data file don't match the specified schema map.
XlXmlImportResult,Enumeration,xlXmlImportSuccess,0,The XML data file was successfully imported.
XlXmlImportResult,Enumeration,xlXmlImportElementsTruncated,1,The contents of the specified XML data file have been truncated because the XML data file is too large for the worksheet.
XlXmlImportResult,Enumeration,xlXmlImportValidationFailed,2,The contents of the XML data file don't match the specified schema map.
XlXmlLoadOption,Enumeration,xlXmlLoadPromptUser,0,Prompts the user to choose how to open the file.
XlXmlLoadOption,Enumeration,xlXmlLoadOpenXml,1,Opens the XML data file. The contents of the file will be flattened.
XlXmlLoadOption,Enumeration,xlXmlLoadImportToList,2,Places the contents of the XML data file in an XML table.
XlXmlLoadOption,Enumeration,xlXmlLoadMapXml,3,Displays the schema of the XML data file in the XML Structure task pane.
XlYesNoGuess,Enumeration,xlGuess,0,"Excel determines whether there is a header, and where it is, if there is one."
XlYesNoGuess,Enumeration,xlNo,2,Default. The entire range should be sorted.
XlYesNoGuess,Enumeration,xlYes,1,The entire range should not be sorted.
