Owner,Kind,Constant,Value,Description
AcCommand,Enumeration,acCmdLayoutGridlinesHorizontal,576,
AcCommand,Enumeration,acCmdLayoutGridlinesNone,577,
AcCommand,Enumeration,acCmdLayoutGridlinesCrossHatch,578,
AcCommand,Enumeration,acCmdLayoutGridlinesTop,579,
AcCommand,Enumeration,acCmdLayoutGridlinesBottom,580,
AcCommand,Enumeration,acCmdLayoutGridlinesOutline,581,
AcCommand,Enumeration,acCmdRemoveFromLayout,582,
AcCommand,Enumeration,acCmdAddFromOutlook,583,
AcCommand,Enumeration,acCmdSaveAsOutlookContact,584,
AcCommand,Enumeration,acCmdInsertLogo,585,
AcCommand,Enumeration,acCmdInsertTitle,586,
AcCommand,Enumeration,acCmdPasteFormatting,587,
AcCommand,Enumeration,acCmdMacroAllActions,589,
AcCommand,Enumeration,acCmdPrintSelection,590,
AcCommand,Enumeration,acCmdPublishFixedFormat,591,
AcCommand,Enumeration,acCmdExportFixedFormat,592,
AcCommand,Enumeration,acCmdLayoutView,593,
AcCommand,Enumeration,acCmdNewObjectContinuousForm,594,
AcCommand,Enumeration,acCmdNewObjectSplitForm,595,
AcCommand,Enumeration,acCmdNewObjectDatasheetForm,598,
AcCommand,Enumeration,acCmdNewObjectModalForm,599,
AcCommand,Enumeration,acCmdNewObjectBlankForm,600,
AcCommand,Enumeration,acCmdNewObjectLabelsReport,601,
AcCommand,Enumeration,acCmdNewObjectBlankReport,602,
AcCommand,Enumeration,acCmdNewObjectDesignQuery,603,
AcCommand,Enumeration,acCmdNewObjectDesignForm,604,
AcCommand,Enumeration,acCmdNewObjectDesignReport,605,
AcCommand,Enumeration,acCmdNewObjectDesignTable,606,
AcCommand,Enumeration,acCmdEditListItems,607,
AcCommand,Enumeration,acCmdCollectDataViaEmail,608,
AcCommand,Enumeration,acCmdManageReplies,609,
AcCommand,Enumeration,acCmdAnchorTopLeft,610,
AcCommand,Enumeration,acCmdAnchorStretchAcross,611,
AcCommand,Enumeration,acCmdAnchorTopRight,612,
AcCommand,Enumeration,acCmdAnchorStretchDown,613,
AcCommand,Enumeration,acCmdAnchorStretchDownAcross,614,
AcCommand,Enumeration,acCmdAnchorStretchDownRight,615,
AcCommand,Enumeration,acCmdAnchorBottomLeft,616,
AcCommand,Enumeration,acCmdAnchorBottomStretchAcross,617,
AcCommand,Enumeration,acCmdAnchorBottomRight,618,
AcCommand,Enumeration,acCmdFilterMenu,619,
AcCommand,Enumeration,acCmdShowColumnHistory,620,
AcCommand,Enumeration,acCmdBrowseSharePointList,621,
AcCommand,Enumeration,acCmdModifySharePointList,622,
AcCommand,Enumeration,acCmdModifySharePointListAlerts,623,
AcCommand,Enumeration,acCmdModifySharePointListWorkflow,624,
AcCommand,Enumeration,acCmdModifySharePointListPermissions,625,
AcCommand,Enumeration,acCmdRefreshSharePointList,626,
AcCommand,Enumeration,acCmdDeleteSharePointList,627,
AcCommand,Enumeration,acCmdControlMarginsNone,628,
AcCommand,Enumeration,acCmdControlMarginsNarrow,629,
AcCommand,Enumeration,acCmdControlMarginsMedium,630,
AcCommand,Enumeration,acCmdControlMarginsWide,631,
AcCommand,Enumeration,acCmdControlPaddingNone,632,
AcCommand,Enumeration,acCmdControlPaddingNarrow,633,
AcCommand,Enumeration,acCmdControlPaddingMedium,634,
AcCommand,Enumeration,acCmdControlPaddingWide,635,
AcCommand,Enumeration,acCmdShowDatePicker,636,
AcCommand,Enumeration,acCmdSetCaption,637,
AcCommand,Enumeration,acCmdSynchronize,638,
AcCommand,Enumeration,acCmdDiscardChanges,639,
AcCommand,Enumeration,acCmdDiscardChangesAndRefresh,640,
AcCommand,Enumeration,acCmdSharePointSiteRecycleBin,641,
AcCommand,Enumeration,acCmdToggleCacheListData,642,
AcCommand,Enumeration,acCmdRemoveFilterFromCurrentColumn,643,
AcCommand,Enumeration,acCmdRemoveAllFilters,644,
AcCommand,Enumeration,acCmdRemoveAllSorts,645,
AcCommand,Enumeration,acCmdCloseAll,646,
AcCommand,Enumeration,acCmdApplyAutoFormat1,648,
AcCommand,Enumeration,acCmdApplyAutoFormat2,649,
AcCommand,Enumeration,acCmdApplyAutoFormat3,650,
AcCommand,Enumeration,acCmdApplyAutoFormat4,651,
AcCommand,Enumeration,acCmdApplyAutoFormat5,652,
AcCommand,Enumeration,acCmdApplyAutoFormat6,653,
AcCommand,Enumeration,acCmdApplyAutoFormat7,654,
AcCommand,Enumeration,acCmdApplyAutoFormat8,655,
AcCommand,Enumeration,acCmdApplyAutoFormat9,656,
AcCommand,Enumeration,acCmdApplyAutoFormat10,657,
AcCommand,Enumeration,acCmdApplyAutoFormat11,658,
AcCommand,Enumeration,acCmdApplyAutoFormat12,659,
AcCommand,Enumeration,acCmdApplyAutoFormat13,660,
AcCommand,Enumeration,acCmdApplyAutoFormat14,661,
AcCommand,Enumeration,acCmdApplyAutoFormat15,662,
AcCommand,Enumeration,acCmdApplyAutoFormat16,663,
AcCommand,Enumeration,acCmdApplyAutoFormat17,664,
AcCommand,Enumeration,acCmdApplyAutoFormat18,665,
AcCommand,Enumeration,acCmdApplyAutoFormat19,666,
AcCommand,Enumeration,acCmdApplyAutoFormat20,667,
AcCommand,Enumeration,acCmdApplyAutoFormat21,668,
AcCommand,Enumeration,acCmdApplyAutoFormat22,669,
AcCommand,Enumeration,acCmdApplyAutoFormat23,670,
AcCommand,Enumeration,acCmdApplyAutoFormat24,671,
AcCommand,Enumeration,acCmdApplyAutoFormat25,672,
AcCommand,Enumeration,acCmdManageAttachments,673,
AcCommand,Enumeration,acCmdWorkflowTasks,674,
AcCommand,Enumeration,acCmdStartNewWorkflow,675,
AcCommand,Enumeration,acCmdShowMessageBar,676,
AcCommand,Enumeration,acCmdHideMessageBar,677,
AcCommand,Enumeration,acCmdLayoutInsertRowAbove,678,
AcCommand,Enumeration,acCmdLayoutInsertRowBelow,679,
AcCommand,Enumeration,acCmdLayoutInsertColumnLeft,680,
AcCommand,Enumeration,acCmdLayoutInsertColumnRight,681,
AcCommand,Enumeration,acCmdLayoutMergeCells,682,
AcCommand,Enumeration,acCmdLayoutSplitColumnCell,683,
AcCommand,Enumeration,acCmdLayoutSplitRowCell,684,
AcCommand,Enumeration,acCmdShowLogicCatalog,685,
AcCommand,Enumeration,acCmdSaveAsTemplate,686,
AcCommand,Enumeration,acCmdSaveDatabaseAsNewTemplatePart,687,
AcCommand,Enumeration,acCmdSaveSelectionAsNewDataType,688,
AcCommand,Enumeration,acCmdNewObjectNavigationTop,689,
AcCommand,Enumeration,acCmdNewObjectNavigationLeft,690,
AcCommand,Enumeration,acCmdNewObjectNavigationRight,691,
AcCommand,Enumeration,acCmdNewObjectNavigationTopTop,692,
AcCommand,Enumeration,acCmdNewObjectNavigationTopLeft,693,
AcCommand,Enumeration,acCmdNewObjectNavigationTopRight,694,
AcCommand,Enumeration,acCmdCompatCheckDatabase,695,
AcCommand,Enumeration,acCmdCompatCheckCurrentObject,696,
AcCommand,Enumeration,acCmdDesignObject,697,
AcCommand,Enumeration,acCmdCalculatedColumn,698,
AcCommand,Enumeration,acCmdSyncWebApplication,699,
AcCommand,Enumeration,acCmdConvertLinkedTableToLocal,700,
AcCommand,Enumeration,acCmdNewObjectContinuousFormWeb,701,
AcCommand,Enumeration,acCmdNewObjectDatasheetFormWeb,702,
AcCommand,Enumeration,acCmdNewObjectBlankFormWeb,703,
AcCommand,Enumeration,acCmdNewObjectBlankReportWeb,704,
AcCommand,Enumeration,acCmdNewObjectAutoFormWeb,705,
AcCommand,Enumeration,acCmdNewObjectAutoReportWeb,706,
AcCommand,Enumeration,acCmdNewObjectQueryWeb,707,
AcCommand,Enumeration,acCmdNewObjectMacroWeb,708,
AcCommand,Enumeration,acCmdNewObjectNavigationTopWeb,709,
AcCommand,Enumeration,acCmdNewObjectNavigationLeftWeb,710,
AcCommand,Enumeration,acCmdNewObjectNavigationRightWeb,711,
AcCommand,Enumeration,acCmdNewObjectNavigationTopTopWeb,712,
AcCommand,Enumeration,acCmdNewObjectNavigationTopLeftWeb,713,
AcCommand,Enumeration,acCmdNewObjectNavigationTopRightWeb,714,
AcCommand,Enumeration,acCmdSelectEntireLayout,715,
AcCommand,Enumeration,acCmdPrepareDatabaseForWeb,716,
AcCommand,Enumeration,acCmdManageTableEvents,717,
AcCommand,Enumeration,acCmdAddDataMacroAfterInsert,718,
AcCommand,Enumeration,acCmdAddDataMacroAfterUpdate,719,
AcCommand,Enumeration,acCmdAddDataMacroAfterDelete,720,
AcCommand,Enumeration,acCmdAddDataMacroBeforeDelete,721,
AcCommand,Enumeration,acCmdAddDataMacroBeforeChange,722,
AcCommand,Enumeration,acCmdAddNamedDataMacro,723,
AcCommand,Enumeration,acCmdInsertNavigationButton,724,
AcControlType,Enumeration,acLabel,100,Label control
AcControlType,Enumeration,acRectangle,101,Rectangle control
AcControlType,Enumeration,acLine,102,Line control
AcControlType,Enumeration,acImage,103,Image control
AcControlType,Enumeration,acCommandButton,104,CommandButton control
AcControlType,Enumeration,acOptionButton,105,OptionButton control
AcControlType,Enumeration,acCheckBox,106,CheckBox control
AcControlType,Enumeration,acOptionGroup,107,OptionGroup control
AcControlType,Enumeration,acBoundObjectFrame,108,BoundObjectFrame control
AcControlType,Enumeration,acTextBox,109,TextBox control
AcControlType,Enumeration,acListBox,110,ListBox control
AcControlType,Enumeration,acComboBox,111,ComboBox control
AcControlType,Enumeration,acSubform,112,SubForm control
AcControlType,Enumeration,acObjectFrame,114,Unbound ObjectFrame control
AcControlType,Enumeration,acPageBreak,118,PageBreak control
AcControlType,Enumeration,acCustomControl,119,ActiveX control
AcControlType,Enumeration,acToggleButton,122,ToggleButton control
AcControlType,Enumeration,acTabCtl,123,Tab control
AcControlType,Enumeration,acPage,124,Page control
AcControlType,Enumeration,acAttachment,126,Attachment control
AcControlType,Enumeration,acEmptyCell,127,EmptyCell control
AcControlType,Enumeration,acWebBrowser,128,WebBrowserControl control
AcControlType,Enumeration,acNavigationControl,129,NavigationControl control
AcControlType,Enumeration,acNavigationButton,130,NavigationButton control
AcControlType,Enumeration,acChart,133,Modern Chart control
AcControlType,Enumeration,acEdgeBrowser,134,Edge Browser control
AcCurrentView,Enumeration,acCurViewDesign,0,The object is in Design view.
AcCurrentView,Enumeration,acCurViewFormBrowse,1,The object is in Form view.
AcCurrentView,Enumeration,acCurViewDatasheet,2,The object is in Datasheet view.
AcCurrentView,Enumeration,acCurViewPivotTable,3,The object is in PivotTable view.
AcCurrentView,Enumeration,acCurViewPivotChart,4,The object is in PivotChart view.
AcCurrentView,Enumeration,acCurViewPreview,5,The object is in Print Preview.
AcCurrentView,Enumeration,acCurViewReportBrowse,6,The object is in Report view.
AcCurrentView,Enumeration,acCurViewLayout,7,The object is in Layout view.
AcCursorOnHover,Enumeration,acCursorOnHoverDefault,0,The default cursor is displayed.
AcCursorOnHover,Enumeration,acCursorOnHoverHyperlinkHand,1,The hyperlink hand cursor is displayed.
AcDashType,Enumeration,acDashTypeSolid,0,Solid
AcDashType,Enumeration,acDashTypeDash,1,Dash
AcDashType,Enumeration,acDashTypeDot,2,Dot
AcDashType,Enumeration,acDashTypeDashDot,3,Dash Dot
AcDashType,Enumeration,acDashTypeDashDotDot,4,
AcDataLabelDisplayFormat,Enumeration,acDataLabelDisplayNone,0,No Labels
AcDataLabelDisplayFormat,Enumeration,acDataLabelDisplayNumber,1,Labels as Number
AcDataLabelDisplayFormat,Enumeration,acDataLabelDisplayPercentage,2,Labels as Percentage
AcDataLabelPosition,Enumeration,acBestFit,0,Best Fit
AcDataLabelPosition,Enumeration,acInsideCenter,1,Inside Center
AcDataLabelPosition,Enumeration,acInsideEnd,2,Inside End
AcDataLabelPosition,Enumeration,acOutsideCircle,3,Outside Circle
AcDataLabelPosition,Enumeration,acOutsideEnd,4,Outside End
AcDataObjectType,Enumeration,acActiveDataObject,-1,The active object contains the record.
AcDataObjectType,Enumeration,acDataTable,0,A table contains the record.
AcDataObjectType,Enumeration,acDataQuery,1,A query contains the record.
AcDataObjectType,Enumeration,acDataForm,2,A form contains the record.
AcDataObjectType,Enumeration,acDataReport,3,A report contains the record.
AcDataObjectType,Enumeration,acDataServerView,7,A server view contains the record (Microsoft Access project only).
AcDataObjectType,Enumeration,acDataStoredProcedure,9,A stored procedure contains the record (Microsoft Access project only).
AcDataObjectType,Enumeration,acDataFunction,10,A user-defined function contains the record (Microsoft Access project only).
AcDataTransferType,Enumeration,acImport,0,(Default) The data is imported.
AcDataTransferType,Enumeration,acExport,1,The data is exported.
AcDataTransferType,Enumeration,acLink,2,The database is linked to the specified data source.
AcDateGroupType,Enumeration,acDateGroupNone,0,No grouping is applied.
AcDateGroupType,Enumeration,acDateGroupYear,1,The date is grouped by year.
AcDateGroupType,Enumeration,acDateGroupQuarter,2,The date is grouped by quarter.
AcDateGroupType,Enumeration,acDateGroupMonth,3,The date is grouped by month.
AcDateGroupType,Enumeration,acDateGroupDay,4,The date is grouped by day.
AcDefReportView,Enumeration,acDefViewPreview,0,The report opens in Print Preview.
AcDefReportView,Enumeration,acDefViewReportBrowse,1,The report opens in Report view.
AcDefView,Enumeration,acDefViewSingle,0,(Default) Displays one record at a time.
AcDefView,Enumeration,acDefViewContinuous,1,"The form displays multiple records (as many as will fit in the current window), each in its own copy of the form's detail section."
AcDefView,Enumeration,acDefViewDatasheet,2,Displays the form fields arranged in rows and columns like a spreadsheet.
AcDefView,Enumeration,acDefViewPivotTable,3,Displays the form as a PivotTable.
AcDefView,Enumeration,acDefViewPivotChart,4,Displays the form as a PivotChart.
AcDefView,Enumeration,acDefViewSplitForm,5,Displays the form in Split Form view.
AcDisplayAs,Enumeration,acDisplayAsImageIcon,0,"If the attachment is a supported image format, then the image is displayed. If the attachment is not a supported image format, then the icon for that file type is displayed."
AcDisplayAs,Enumeration,acDisplayAsIcon,1,The attachment is displayed as the icon for that file type.
AcDisplayAs,Enumeration,acDisplayAsPaperclip,2,A paper clip is displayed.
AcDisplayAsHyperlink,Enumeration,acDisplayAsHyperlinkIfHyperlink,0,
AcDisplayAsHyperlink,Enumeration,acDisplayAsHyperlinkAlways,1,Always display the contents of the control as a hyperlink.
AcDisplayAsHyperlink,Enumeration,acDisplayAsHyperlinkOnScreenOnly,2,Display the contents of the control as a hyperlink only on the screen.
AcExportQuality,Enumeration,acExportQualityPrint,0,The output is optimized for printing.
AcExportQuality,Enumeration,acExportQualityScreen,1,The output is optimized for onscreen display.
AcExportXMLEncoding,Enumeration,acUTF8,0,(Default) UTF8 encoding.
AcExportXMLEncoding,Enumeration,acUTF16,1,UTF16 encoding.
AcExportXMLObjectType,Enumeration,acExportTable,0,Table
AcExportXMLObjectType,Enumeration,acExportQuery,1,Query
AcExportXMLObjectType,Enumeration,acExportForm,2,Form
AcExportXMLObjectType,Enumeration,acExportReport,3,Report
AcExportXMLObjectType,Enumeration,acExportServerView,7,Server view (Microsoft Access project only)
AcExportXMLObjectType,Enumeration,acExportStoredProcedure,9,Stored procedure (Microsoft Access project only)
AcExportXMLObjectType,Enumeration,acExportFunction,10,User-defined function (Microsoft Access project only)
AcExportXMLOtherFlags,Enumeration,acEmbedSchema,1,Writes schema information into the document specified by the DataTarget argument; this value takes precedence over the SchemaTarget argument.
AcExportXMLOtherFlags,Enumeration,acExcludePrimaryKeyAndIndexes,2,Does not export primary key and index schema properties.
AcExportXMLOtherFlags,Enumeration,acRunFromServer,4,"Creates an Active Server Pages (ASP) wrapper; otherwise, default is an HTML wrapper. Applies only when you are exporting reports."
AcExportXMLOtherFlags,Enumeration,acLiveReportSource,8,Creates a live link to a remote Microsoft SQL Server 2000 database. Valid only when you are exporting reports that are bound to a Microsoft SQL Server 2000 database.
AcExportXMLOtherFlags,Enumeration,acPersistReportML,16,Persists the exported object's ReportML information.
AcExportXMLOtherFlags,Enumeration,acExportAllTableAndFieldProperties,32,The exported schema contains properties of the table and its fields.
AcExportXMLSchemaFormat,Enumeration,acSchemaNone,0,
AcExportXMLSchemaFormat,Enumeration,acSchemaXSD,1,
AcFileFormat,Enumeration,acFileFormatAccess2,2,Microsoft Access 2.0 format
AcFileFormat,Enumeration,acFileFormatAccess95,7,Microsoft Access 95 format
AcFileFormat,Enumeration,acFileFormatAccess97,8,Microsoft Access 97 format
AcFileFormat,Enumeration,acFileFormatAccess2000,9,Microsoft Access 2000 format
AcFileFormat,Enumeration,acFileFormatAccess2002,10,Microsoft Access 2002 format
AcFileFormat,Enumeration,acFileFormatAccess2007,12,Microsoft Access 2007 format
AcFilterType,Enumeration,acFilterNormal,0,
AcFilterType,Enumeration,acServerFilter,1,
AcFindField,Enumeration,acCurrent,-1,Confine the search to the current field.
AcFindField,Enumeration,acAll,0,Search in all fields in each record.
AcFindMatch,Enumeration,acAnywhere,0,Search for data in any part of the field.
AcFindMatch,Enumeration,acEntire,1,Search for data that fills the entire field.
AcFindMatch,Enumeration,acStart,2,Search for data located at the beginning of the field.
AcFormatBarLimits,Enumeration,acAutomatic,0,"For the shortest bar, the lowest value is used. For the highest bar, the highest value is used."
AcFormatBarLimits,Enumeration,acNumber,1,A number is used.
AcFormatBarLimits,Enumeration,acPercent,2,A percentage is used.
AcFormatConditionOperator,Enumeration,acBetween,0,The value must be between the values specified by the Expression1 and Expression2 arguments.
AcFormatConditionOperator,Enumeration,acNotBetween,1,The value must not be between the values specified by the Expression1 and Expression2 arguments.
AcFormatConditionOperator,Enumeration,acEqual,2,The value must equal to the value specified by the Expression1 argument.
AcFormatConditionOperator,Enumeration,acNotEqual,3,The value must not be equal to the value specified by the Expression1 argument.
AcFormatConditionOperator,Enumeration,acGreaterThan,4,The value must be greater than the value specified by the Expression1 argument.
AcFormatConditionOperator,Enumeration,acLessThan,5,The value must be less than the value specified by the Expression1 argument.
AcFormatConditionOperator,Enumeration,acGreaterThanOrEqual,6,The value must be greater than or equal to the value specified by the Expression1 argument.
AcFormatConditionOperator,Enumeration,acLessThanOrEqual,7,The value must be less than or equal to the value specified by the Expression1 argument.
AcFormatConditionType,Enumeration,acFieldValue,0,The conditional format is based on values in the selected control.
AcFormatConditionType,Enumeration,acExpression,1,The conditional format is based on an expression.
AcFormatConditionType,Enumeration,acFieldHasFocus,2,The conditional format is based on the value of the control that has focus on a form.
AcFormatConditionType,Enumeration,acDataBar,3,The conditional format is displayed as a data bar.
AcFormOpenDataMode,Enumeration,acFormPropertySettings,-1,The user can only change the form's properties.
AcFormOpenDataMode,Enumeration,acFormAdd,0,The user can add new records but can't edit existing records.
AcFormOpenDataMode,Enumeration,acFormEdit,1,The user can edit existing records and add new records.
AcFormOpenDataMode,Enumeration,acFormReadOnly,2,The user can only view records.
AcFormView,Enumeration,acNormal,0,(Default) The form opens in Form view.
AcFormView,Enumeration,acDesign,1,The form opens in Design view.
AcFormView,Enumeration,acPreview,2,The form opens in Print Preview.
AcFormView,Enumeration,acFormDS,3,The form opens in Datasheet view.
AcFormView,Enumeration,acFormPivotTable,4,The form opens in PivotTable view.
AcFormView,Enumeration,acFormPivotChart,5,The form opens in PivotChart view.
AcFormView,Enumeration,acLayout,6,The form opens in Layout view.
AcGridlineType,Enumeration,acGridlineTypeNone,0,No Gridlines
AcGridlineType,Enumeration,acGridlineTypeMajor,1,Major Gridlines
AcGridlineType,Enumeration,acGridlineTypeMinor,2,Minor Gridlines
AcGridlineType,Enumeration,acGridlineTypeMajorMinor,3,Major and Minor Gridlines
AcHorizontalAnchor,Enumeration,acHorizontalAnchorLeft,0,The control is anchored to the left side of its layout.
AcHorizontalAnchor,Enumeration,acHorizontalAnchorRight,1,The control is anchored to the right side of its layout.
AcHorizontalAnchor,Enumeration,acHorizontalAnchorBoth,2,The control is stretched horizontally across its layout.
AcHyperlinkPart,Enumeration,acDisplayedValue,0,The underlined text displayed in a hyperlink.
AcHyperlinkPart,Enumeration,acDisplayText,1,The displaytext part of a Hyperlink field.
AcHyperlinkPart,Enumeration,acAddress,2,The address part of a Hyperlink field.
AcHyperlinkPart,Enumeration,acSubAddress,3,The subaddress part of a Hyperlink field.
AcHyperlinkPart,Enumeration,acScreenTip,4,The tooltip part of a Hyperlink field.
AcHyperlinkPart,Enumeration,acFullAddress,5,"The address and subaddress parts of a Hyperlink field, delimited by a ""#"" character."
AcImeMode,Enumeration,acImeModeNoControl,0,Does not change the IME mode.
AcImeMode,Enumeration,acImeModeOn,1,Activates the IME.
AcImeMode,Enumeration,acImeModeOff,2,Disables the IME and activates Latin text entry.
AcImeMode,Enumeration,acImeModeDisable,3,Disables the IME.
AcImeMode,Enumeration,acImeModeHiragana,4,Activates the IME in full-width hiragana mode.
AcImeMode,Enumeration,acImeModeKatakana,5,Activates the IME in full-width katakana mode.
AcImeMode,Enumeration,acImeModeKatakanaHalf,6,Activates the IME in half-width katakana mode.
AcImeMode,Enumeration,acImeModeAlphaFull,7,Activates the IME in full-width Latin mode.
AcImeMode,Enumeration,acImeModeAlpha,8,Activates the IME in half-width Latin mode.
AcImeMode,Enumeration,acImeModeHangulFull,9,Activates the IME in full-width Hangul mode.
AcImeMode,Enumeration,acImeModeHangul,10,Activates the IME in half-width Hangul mode.
AcImeSentenceMode,Enumeration,acImeSentenceModePhrasePredict,0,
AcImeSentenceMode,Enumeration,acImeSentenceModePluralClause,1,
AcImeSentenceMode,Enumeration,acImeSentenceModeConversation,2,
AcImeSentenceMode,Enumeration,acImeSentenceModeNone,3,
AcImportXMLOption,Enumeration,acStructureOnly,0,Creates a new table based on the structure of the specified XML file.
AcImportXMLOption,Enumeration,acStructureAndData,1,Imports the data into a new table based on the structure of the specified XML file.
AcImportXMLOption,Enumeration,acAppendData,2,Imports the data into an existing table.
AcLayoutType,Enumeration,acLayoutNone,0,The control is not part of a layout.
AcLayoutType,Enumeration,acLayoutTabular,1,The control is part of a tabular layout.
AcLayoutType,Enumeration,acLayoutStacked,2,The control is part of a stacked layout.
AcLegendPosition,Enumeration,acLegendPositionLeft,0,Left edge of the chart
AcLegendPosition,Enumeration,acLegendPositionTop,1,Top edge of the chart
AcLegendPosition,Enumeration,acLegendPositionRight,2,Right edge of the chart
AcLegendPosition,Enumeration,acLegendPositionBottom,3,Bottom edge of the chart
AcMarkerType,Enumeration,acMarkerNone,0,None
AcMarkerType,Enumeration,acMarkerSquare,1,Square
AcMarkerType,Enumeration,acMarkerDiamond,2,Diamond
AcMarkerType,Enumeration,acMarkerTriangle,3,Triangle
AcMarkerType,Enumeration,acMarkerX,4,X
AcMarkerType,Enumeration,acMarkerAsterisk,5,Asterisk
AcMarkerType,Enumeration,acMarkerShortDash,6,Short Dash
AcMarkerType,Enumeration,acMarkerLongDash,7,Long Dash
AcMarkerType,Enumeration,acMarkerCircle,8,Circle
AcMarkerType,Enumeration,acMarkerPlus,9,Plus
AcMissingDataPolicy,Enumeration,acPlotAsZero,0,Plot as zero.
AcMissingDataPolicy,Enumeration,acDoNotPlot,1,Do not plot.
AcMissingDataPolicy,Enumeration,acPlotAsInterpolated,2,Plot as interpolated.
AcModuleType,Enumeration,acStandardModule,0,The specified module is a standard module.
AcModuleType,Enumeration,acClassModule,1,The specified module is a class module.
AcNavigationSpan,Enumeration,acHorizontal,0,The navigation buttons are displayed horizontally.
AcNavigationSpan,Enumeration,acVertical,1,The navigation buttons are displayed vertically.
AcNewDatabaseFormat,Enumeration,acNewDatabaseFormatUserDefault,0,Create a database in the default file format.
AcNewDatabaseFormat,Enumeration,acNewDatabaseFormatAccess2000,9,Create a database in the Microsoft Access 2000 (.mdb) file format.
AcNewDatabaseFormat,Enumeration,acNewDatabaseFormatAccess2002,10,Create a database in the Microsoft Access 2002-2003 (.mdb) file format.
AcNewDatabaseFormat,Enumeration,acNewDatabaseFormatAccess2007,12,
AcObjectType,Enumeration,acDefault,-1,
AcObjectType,Enumeration,acTable,0,Table
AcObjectType,Enumeration,acQuery,1,Query
AcObjectType,Enumeration,acForm,2,Form
AcObjectType,Enumeration,acReport,3,Report
AcObjectType,Enumeration,acMacro,4,Macro
AcObjectType,Enumeration,acModule,5,Module
AcObjectType,Enumeration,acServerView,7,Server View
AcObjectType,Enumeration,acDiagram,8,Database Diagram (Microsoft Access project)
AcObjectType,Enumeration,acStoredProcedure,9,Stored Procedure (Microsoft Access project)
AcObjectType,Enumeration,acFunction,10,Function
AcObjectType,Enumeration,acDatabaseProperties,11,Database property
AcObjectType,Enumeration,acTableDataMacro,12,Data macro
AcOpenDataMode,Enumeration,acAdd,0,The user can add new records but can't view or edit existing records.
AcOpenDataMode,Enumeration,acEdit,1,The user can view or edit existing records and add new records.
AcOpenDataMode,Enumeration,acReadOnly,2,The user can only view records.
AcOutputObjectType,Enumeration,acOutputTable,0,Table
AcOutputObjectType,Enumeration,acOutputQuery,1,Query
AcOutputObjectType,Enumeration,acOutputForm,2,Form
AcOutputObjectType,Enumeration,acOutputReport,3,Report
AcOutputObjectType,Enumeration,acOutputModule,5,Module
AcOutputObjectType,Enumeration,acOutputServerView,7,Server View
AcOutputObjectType,Enumeration,acOutputStoredProcedure,9,Stored Procedure
AcOutputObjectType,Enumeration,acOutputFunction,10,User-Defined Function
AcPercentageDataLabelDecimalPlaces,Enumeration,acDecimalPlaces0,0,Zero
AcPercentageDataLabelDecimalPlaces,Enumeration,acDecimalPlaces1,1,One
AcPercentageDataLabelDecimalPlaces,Enumeration,acDecimalPlaces2,2,Two
AcPercentageDataLabelDecimalPlaces,Enumeration,acDecimalPlaces3,3,Three
AcPercentageDataLabelDecimalPlaces,Enumeration,acDecimalPlaces4,4,Four
AcPercentageDataLabelDecimalPlaces,Enumeration,acDecimalPlaces5,5,Five
AcPercentageDataLabelDecimalPlaces,Enumeration,acDecimalPlaces6,6,Six
AcPercentageDataLabelDecimalPlaces,Enumeration,acDecimalPlaces7,7,Seven
AcPictureCaptionArrangement,Enumeration,acNoPictureCaption,0,The caption is not displayed.
AcPictureCaptionArrangement,Enumeration,acGeneral,1,The caption uses the General alignment setting.
AcPictureCaptionArrangement,Enumeration,acTop,2,The caption appears above the picture.
AcPictureCaptionArrangement,Enumeration,acBottom,3,The caption appears below the picture.
AcPictureCaptionArrangement,Enumeration,acLeft,4,The caption appears to the left of the picture.
AcPictureCaptionArrangement,Enumeration,acRight,5,The caption appears to the right of the picture.
AcPrintColor,Enumeration,acPRCMMonochrome,1,The printer should print in monochrome.
AcPrintColor,Enumeration,acPRCMColor,2,The printer should print in color.
AcPrintDuplex,Enumeration,acPRDPSimplex,1,Single-sided printing with the current orientation setting.
AcPrintDuplex,Enumeration,acPRDPHorizontal,2,Double-sided printing using a horizontal page turn.
AcPrintDuplex,Enumeration,acPRDPVertical,3,Double-sided printing using a vertical page turn.
AcPrintItemLayout,Enumeration,acPRHorizontalColumnLayout,1953,"Columns are laid across, then down."
AcPrintItemLayout,Enumeration,acPRVerticalColumnLayout,1954,"Columns are laid down, then across."
AcPrintObjQuality,Enumeration,acPRPQDraft,-1,The printer prints in draft quality.
AcPrintObjQuality,Enumeration,acPRPQLow,-2,The printer prints in low quality.
AcPrintObjQuality,Enumeration,acPRPQMedium,-3,The printer prints in medium quality.
AcPrintObjQuality,Enumeration,acPRPQHigh,-4,The printer prints in high quality.
AcPrintOrientation,Enumeration,acPRORPortrait,1,Portrait orientation
AcPrintOrientation,Enumeration,acPRORLandscape,2,Landscape orientation
AcPrintPaperBin,Enumeration,acPRBNUpper,1,Use paper from the upper bin.
AcPrintPaperBin,Enumeration,acPRBNLower,2,Use paper from the lower bin.
AcPrintPaperBin,Enumeration,acPRBNMiddle,3,Use paper from the middle bin.
AcPrintPaperBin,Enumeration,acPRBNManual,4,Wait for manual insertion of each sheet of paper.
AcPrintPaperBin,Enumeration,acPRBNEnvelope,5,Use envelopes from the envelope feeder.
